Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
d071721-120min-0Pi-SKY1-R3,120min,120min,B8.fcs,B8,Experiment,None,N/A,All Events,N/A,N/A,30000,34,882.353,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d071721-120min-0Pi-SKY1-R3,120min,120min,B8.fcs,B8,Experiment,None,,cell,FSC-H,SSC-H,25514,34,750.412,85.047,85.047,566340,178140,577098,170941,568338,152575,167555.43,62463.28,29.59,35.06,177470.18,61072.00,30.75,35.73
d071721-120min-0Pi-SKY1-R3,120min,120min,B8.fcs,B8,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,11832,34,348.000,39.440,99.705,526992,552098,533805,556919,568316,599031,126363.93,150297.75,23.98,27.22,140476.35,169839.98,26.32,30.50
d071721-120min-0Pi-SKY1-R3,120min,120min,B8.fcs,B8,Experiment,None,,single cell,FSC-H,FSC-A,11867,34,349.029,39.557,39.557,527731,553185,534227,557435,568316,599031,126959.71,151425.71,24.06,27.37,141094.59,170613.16,26.41,30.61
d071721-120min-0Pi-SKY1-R3,120min,120min,B8.fcs,B8,Experiment,None,,CTA1-GFP,BL1-H,,11832,34,348.000,39.440,39.440,18006,N/A,17022,N/A,18705,N/A,6997.56,N/A,38.86,N/A,6400.38,N/A,37.60,N/A
d071721-120min-0Pi-SKY1-R3,120min,120min,B8.fcs,B8,Experiment,None,,single cell,FSC-H,FSC-W,11867,34,349.029,39.557,46.512,527731,90,534227,89,568316,87,126959.71,8.99,24.06,10.04,141094.59,8.90,26.41,10.00
d071721-120min-0Pi-SKY1-R3,120min,120min,B8.fcs,B8,Experiment,None,,cell,FSC-H,FSC-W,25514,34,750.412,85.047,85.047,566340,113,577098,100,568338,87,167555.43,49.62,29.59,43.75,177470.18,22.24,30.75,22.24
d071721-120min-0Pi-SKY1-R3,120min,120min,C5.fcs,C5,Experiment,None,N/A,All Events,N/A,N/A,30000,48,625.000,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d071721-120min-0Pi-SKY1-R3,120min,120min,C5.fcs,C5,Experiment,None,,cell,FSC-H,SSC-H,26670,48,555.625,88.900,88.900,545712,157804,527679,147808,439219,128014,157795.64,56162.50,28.92,35.59,174492.38,51366.90,33.07,34.75
d071721-120min-0Pi-SKY1-R3,120min,120min,C5.fcs,C5,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,14870,48,309.792,49.567,99.933,496669,516891,483500,497613,441415,441419,120879.44,142475.98,24.34,27.56,127843.85,152024.32,26.44,30.55
d071721-120min-0Pi-SKY1-R3,120min,120min,C5.fcs,C5,Experiment,None,,single cell,FSC-H,FSC-A,14880,48,310.000,49.600,49.600,496844,517129,483545,497748,441415,441419,121086.13,142752.07,24.37,27.60,128008.42,152184.44,26.47,30.57
