Replicate,Plate,Group,Sample,Count,median,peak,sd,cv,rCV,genotype,treat,HB_strain
Rep2-0Pi-H2O2,d020824-90min-RS1-R2,90min,G3,5330,18131,25603,10527.92,54.97,50.21,RS1_26,2mMH2O2,yH897
Rep2-0Pi-H2O2,d020824-90min-RS1-R2,90min,H1,6975,5210,6916,2684.19,48.88,46.16,RS1_26,0Pi,yH898
Rep2-0Pi-H2O2,d020824-90min-RS1-R2,90min,H3,6016,14429,21850,10795.53,70.95,74.87,RS1_26,2mMH2O2,yH898
Rep2-0Pi-H2O2,d020824-90min-RS1-R2,90min,A4,2696,8152,9652,4742,53.55,52.55,RS1_28,2mMH2O2,yH899
Rep2-0Pi-H2O2,d020824-90min-RS1-R2,90min,B4,2639,8705,9670,4986.39,53.08,51.84,RS1_28,2mMH2O2,yH900
Rep2-0Pi-H2O2,d020824-90min-RS1-R2,90min,C4,2622,8908,10796,5177.93,53.39,48.87,RS1_28,2mMH2O2,yH901
Rep2-0Pi-H2O2,d020824-90min-RS1-R2,90min,D4,3290,1676,1523,1880.64,85.02,75.81,RS1_210,2mMH2O2,yH902
Rep2-0Pi-H2O2,d020824-90min-RS1-R2,90min,E4,2773,3237,6312,3022.09,75.87,76.72,RS1_210,2mMH2O2,yH903
Rep2-0Pi-H2O2,d020824-90min-RS1-R2,90min,F4,2858,2673,5363,2647.48,78.98,76.35,RS1_210,2mMH2O2,yH904
Rep3-0Pi-Ctrl,d021024-90min-RS1-R3,90min,A1,3566,8776,9659,3859.86,41.91,40.76,wt,0Pi,yH298
Rep3-0Pi-Ctrl,d021024-90min-RS1-R3,90min,A2,8606,2509,2933,1499.44,53.2,46.43,RS1_28,0Pi,yH899
Rep3-0Pi-Ctrl,d021024-90min-RS1-R3,90min,B1,8762,8635,9635,3500.79,39,36.07,wt,0Pi,yH299
Rep3-0Pi-Ctrl,d021024-90min-RS1-R3,90min,B2,8546,2440,2567,1405.74,51.74,46.42,RS1_28,0Pi,yH900
Rep3-0Pi-Ctrl,d021024-90min-RS1-R3,90min,C1,8789,5026,6703,2857.67,51.7,48.88,RS1_24,0Pi,yH893
Rep3-0Pi-Ctrl,d021024-90min-RS1-R3,90min,C2,8367,2497,2976,1471.81,53.12,47.5,RS1_28,0Pi,yH901
Rep3-0Pi-Ctrl,d021024-90min-RS1-R3,90min,D1,10456,3549,5886,2169.99,54.87,53.14,RS1_24,0Pi,yH894
Rep3-0Pi-Ctrl,d021024-90min-RS1-R3,90min,D2,7965,1184,1071,935.66,66.73,47.08,RS1_210,0Pi,yH902
Rep3-0Pi-Ctrl,d021024-90min-RS1-R3,90min,E1,8511,5090,6236,2814.61,50.72,48.29,RS1_24,0Pi,yH895
Rep3-0Pi-Ctrl,d021024-90min-RS1-R3,90min,F1,7998,4210,4794,2419.33,52.19,48.52,RS1_26,0Pi,yH896
Rep3-0Pi-Ctrl,d021024-90min-RS1-R3,90min,A3,7459,4125,5435,2182.91,48.59,48.7,wt,Ctrl,yH298
Rep3-0Pi-Ctrl,d021024-90min-RS1-R3,90min,B3,7434,4548,5354,2289.9,47.12,47.2,wt,Ctrl,yH299
Rep3-0Pi-Ctrl,d021024-90min-RS1-R3,90min,C3,6920,3875,5359,2500.41,57.81,57.05,RS1_24,Ctrl,yH893
Rep3-0Pi-Ctrl,d021024-90min-RS1-R3,90min,D3,7546,2878,3717,2174.46,64.91,59.91,RS1_24,Ctrl,yH894
Rep3-0Pi-Ctrl,d021024-90min-RS1-R3,90min,E3,6769,3960,5651,2628.58,59.14,59.15,RS1_24,Ctrl,yH895
Rep3-0Pi-Ctrl,d021024-90min-RS1-R3,90min,F3,6475,1939,1548,1778.15,73.3,65.68,RS1_26,Ctrl,yH896
Rep3-0Pi-Ctrl,d021024-90min-RS1-R3,90min,E2,8265,1125,1048,863.82,65.95,46.13,RS1_210,0Pi,yH903
Rep3-0Pi-Ctrl,d021024-90min-RS1-R3,90min,F2,7954,1169,1013,885.93,65.06,45.78,RS1_210,0Pi,yH904
Rep3-0Pi-Ctrl,d021024-90min-RS1-R3,90min,G1,8180,4658,5296,2453.76,48.94,45.6,RS1_26,0Pi,yH897
Rep3-0Pi-Ctrl,d021024-90min-RS1-R3,90min,G3,6979,2122,1463,1806.56,69.38,65.33,RS1_26,Ctrl,yH897
Rep3-0Pi-Ctrl,d021024-90min-RS1-R3,90min,H1,8291,5076,6607,2616.61,47.65,45.21,RS1_26,0Pi,yH898
Rep3-0Pi-Ctrl,d021024-90min-RS1-R3,90min,H3,6702,2243,4521,1940.77,69.86,66.11,RS1_26,Ctrl,yH898
Rep3-0Pi-Ctrl,d021024-90min-RS1-R3,90min,A4,3253,1787,1440,1192.27,57.49,51.77,RS1_28,Ctrl,yH899
Rep3-0Pi-Ctrl,d021024-90min-RS1-R3,90min,B4,3189,1797,1177,1181.91,57.16,51.9,RS1_28,Ctrl,yH900
Rep3-0Pi-Ctrl,d021024-90min-RS1-R3,90min,C4,3184,1852,2130,1272.68,59.59,50.61,RS1_28,Ctrl,yH901
Rep3-0Pi-Ctrl,d021024-90min-RS1-R3,90min,D4,3111,973,667,780.04,67.17,49.22,RS1_210,Ctrl,yH902
Rep3-0Pi-Ctrl,d021024-90min-RS1-R3,90min,E4,3144,929,920,686.71,63.32,49.9,RS1_210,Ctrl,yH903
Rep3-0Pi-Ctrl,d021024-90min-RS1-R3,90min,F4,3036,950,677,742.13,65.96,51.34,RS1_210,Ctrl,yH904
Rep4-H2O2-Ctrl,d021224-90min-RS1-R4,90min,A1,3639,31769,47919,22862.85,72.1,83.97,wt,2mMH2O2,yH298
Rep4-H2O2-Ctrl,d021224-90min-RS1-R4,90min,A2,7244,6876,9315,4212.8,55.46,54.83,RS1_28,2mMH2O2,yH899
Rep4-H2O2-Ctrl,d021224-90min-RS1-R4,90min,B1,6581,36817,36534,15477.93,39.86,33.01,wt,2mMH2O2,yH299
Rep4-H2O2-Ctrl,d021224-90min-RS1-R4,90min,B2,6894,6980,7463,4334.27,56.35,54.4,RS1_28,2mMH2O2,yH900
Rep4-H2O2-Ctrl,d021224-90min-RS1-R4,90min,C1,6813,24444,27440,11222.43,44.6,39.64,RS1_24,2mMH2O2,yH893
Rep4-H2O2-Ctrl,d021224-90min-RS1-R4,90min,C2,6713,7874,9322,4687.68,54.13,52.12,RS1_28,2mMH2O2,yH901
Rep4-H2O2-Ctrl,d021224-90min-RS1-R4,90min,D1,6715,23745,26824,10530.86,43.17,37.69,RS1_24,2mMH2O2,yH894
Rep4-H2O2-Ctrl,d021224-90min-RS1-R4,90min,D2,9125,1409,1130,1589.38,85.29,67.24,RS1_210,2mMH2O2,yH902
Rep4-H2O2-Ctrl,d021224-90min-RS1-R4,90min,E1,7411,22213,23899,9828.43,43.3,38.22,RS1_24,2mMH2O2,yH895
Rep4-H2O2-Ctrl,d021224-90min-RS1-R4,90min,F1,6342,17832,21826,10500.75,55.35,56.14,RS1_26,2mMH2O2,yH896
Rep4-H2O2-Ctrl,d021224-90min-RS1-R4,90min,A3,7501,4254,5362,2264.07,48.55,48.55,wt,Ctrl,yH298
Rep4-H2O2-Ctrl,d021224-90min-RS1-R4,90min,B3,6838,4380,6147,2344.49,48.89,50.3,wt,Ctrl,yH299
Rep4-H2O2-Ctrl,d021224-90min-RS1-R4,90min,C3,6388,3669,3825,2488.29,59.01,59.97,RS1_24,Ctrl,yH893
Rep4-H2O2-Ctrl,d021224-90min-RS1-R4,90min,D3,6510,3857,5285,2645.52,60.37,60.18,RS1_24,Ctrl,yH894
Rep4-H2O2-Ctrl,d021224-90min-RS1-R4,90min,E3,6851,3561,5032,2447.92,59.72,60.04,RS1_24,Ctrl,yH895
Rep4-H2O2-Ctrl,d021224-90min-RS1-R4,90min,F3,5941,2089,1116,1855.03,71.2,66.29,RS1_26,Ctrl,yH896
Rep4-H2O2-Ctrl,d021224-90min-RS1-R4,90min,E2,8696,2492,4375,2478.82,79.1,76.11,RS1_210,2mMH2O2,yH903
Rep4-H2O2-Ctrl,d021224-90min-RS1-R4,90min,F2,7187,2708,4905,2735.81,79.51,74.84,RS1_210,2mMH2O2,yH904
Rep4-H2O2-Ctrl,d021224-90min-RS1-R4,90min,G1,6405,18457,26205,10123.31,52.75,53.45,RS1_26,2mMH2O2,yH897
Rep4-H2O2-Ctrl,d021224-90min-RS1-R4,90min,G3,6523,1961,1869,1831.14,73.43,63.96,RS1_26,Ctrl,yH897
Rep4-H2O2-Ctrl,d021224-90min-RS1-R4,90min,H1,6555,16667,23371,10027.97,56.42,57.57,RS1_26,2mMH2O2,yH898
Rep4-H2O2-Ctrl,d021224-90min-RS1-R4,90min,H3,5979,1906,1282,1686.18,71.11,64.95,RS1_26,Ctrl,yH898
Rep4-H2O2-Ctrl,d021224-90min-RS1-R4,90min,A4,3113,1685,1320,1180.17,59.59,52,RS1_28,Ctrl,yH899
Rep4-H2O2-Ctrl,d021224-90min-RS1-R4,90min,B4,3007,1704,1574,1134.47,57.79,47.94,RS1_28,Ctrl,yH900
Rep4-H2O2-Ctrl,d021224-90min-RS1-R4,90min,C4,3018,1750,1164,1204.16,58.5,49.22,RS1_28,Ctrl,yH901
Rep4-H2O2-Ctrl,d021224-90min-RS1-R4,90min,D4,2920,908,586,628.69,60.1,49.42,RS1_210,Ctrl,yH902
Rep4-H2O2-Ctrl,d021224-90min-RS1-R4,90min,E4,3174,892,782,827.53,78.4,47.31,RS1_210,Ctrl,yH903
Rep4-H2O2-Ctrl,d021224-90min-RS1-R4,90min,F4,2977,926,644,805.77,72.15,49.63,RS1_210,Ctrl,yH904
Rep1-0Pi-H2O2,d020724-120min-RS1-R1,120min,A5,3675,11628,11867,4544.02,37.51,36.27,wt,0Pi,yH298
Rep1-0Pi-H2O2,d020724-120min-RS1-R1,120min,A6,3195,2655,2931,1503.74,51.57,50.31,RS1_28,0Pi,yH899
Rep1-0Pi-H2O2,d020724-120min-RS1-R1,120min,A7,3495,36719,49073,24652.12,68.42,70.93,wt,2mMH2O2,yH298
Rep1-0Pi-H2O2,d020724-120min-RS1-R1,120min,A8,3012,6768,8832,3791.84,51.67,48.31,RS1_28,2mMH2O2,yH899
Rep1-0Pi-H2O2,d020724-120min-RS1-R1,120min,B5,3501,11013,13110,4427.01,38.79,36.32,wt,0Pi,yH299
Rep1-0Pi-H2O2,d020724-120min-RS1-R1,120min,B6,3189,2838,4273,1525.09,49.62,47.49,RS1_28,0Pi,yH900
Rep1-0Pi-H2O2,d020724-120min-RS1-R1,120min,B7,2920,39965,42260,15492.25,37.64,35.58,wt,2mMH2O2,yH299
Rep1-0Pi-H2O2,d020724-120min-RS1-R1,120min,B8,2865,6676,9500,3936.72,53.25,49.15,RS1_28,2mMH2O2,yH900
Rep1-0Pi-H2O2,d020724-120min-RS1-R1,120min,C5,3228,5449,6614,2911.64,49.46,48.97,RS1_24,0Pi,yH893
Rep1-0Pi-H2O2,d020724-120min-RS1-R1,120min,C6,3122,2771,3457,1499.96,49.84,47.28,RS1_28,0Pi,yH901
Rep1-0Pi-H2O2,d020724-120min-RS1-R1,120min,C7,2882,21977,22359,10172.62,43.39,41.4,RS1_24,2mMH2O2,yH893
Rep1-0Pi-H2O2,d020724-120min-RS1-R1,120min,C8,2819,7218,6923,4229.23,53.19,50.3,RS1_28,2mMH2O2,yH901
Rep1-0Pi-H2O2,d020724-120min-RS1-R1,120min,D5,3287,5463,6316,2874.88,49.2,48.52,RS1_24,0Pi,yH894
Rep1-0Pi-H2O2,d020724-120min-RS1-R1,120min,D6,3238,1239,1212,858.04,60.28,47.57,RS1_210,0Pi,yH902
Rep1-0Pi-H2O2,d020724-120min-RS1-R1,120min,D7,2895,21685,21341,10201.43,44.5,41.79,RS1_24,2mMH2O2,yH894
Rep1-0Pi-H2O2,d020724-120min-RS1-R1,120min,D8,2884,3064,5214,2622.57,70.93,67.97,RS1_210,2mMH2O2,yH902
Rep1-0Pi-H2O2,d020724-120min-RS1-R1,120min,E5,3294,5661,7463,2911.46,47.98,46.61,RS1_24,0Pi,yH895
Rep1-0Pi-H2O2,d020724-120min-RS1-R1,120min,E6,3587,1258,1070,798.19,56.65,47.5,RS1_210,0Pi,yH903
Rep1-0Pi-H2O2,d020724-120min-RS1-R1,120min,E7,2834,22796,22328,10006.54,41.73,40.3,RS1_24,2mMH2O2,yH895
Rep1-0Pi-H2O2,d020724-120min-RS1-R1,120min,E8,2878,3090,5662,2814.62,75.16,74.14,RS1_210,2mMH2O2,yH903
Rep1-0Pi-H2O2,d020724-120min-RS1-R1,120min,F5,3074,4852,7960,2791.9,52.96,50.3,RS1_26,0Pi,yH896
Rep1-0Pi-H2O2,d020724-120min-RS1-R1,120min,F6,3175,1258,1259,795.69,55.98,45.37,RS1_210,0Pi,yH904
Rep1-0Pi-H2O2,d020724-120min-RS1-R1,120min,F7,2896,9545,10765,7543.9,68.24,61.01,RS1_26,2mMH2O2,yH896
Rep1-0Pi-H2O2,d020724-120min-RS1-R1,120min,F8,3061,2663,4792,2394.61,74.4,72.26,RS1_210,2mMH2O2,yH904
Rep1-0Pi-H2O2,d020724-120min-RS1-R1,120min,G5,3159,5295,5508,2606.72,46.6,46.48,RS1_26,0Pi,yH897
Rep1-0Pi-H2O2,d020724-120min-RS1-R1,120min,G7,2810,16894,17910,8945.05,49.74,46.93,RS1_26,2mMH2O2,yH897
Rep1-0Pi-H2O2,d020724-120min-RS1-R1,120min,H5,3184,4583,5724,2711.58,54.24,50,RS1_26,0Pi,yH898
Rep1-0Pi-H2O2,d020724-120min-RS1-R1,120min,H7,3011,7661,10581,5656.32,64.24,61.6,RS1_26,2mMH2O2,yH898
Rep2-0Pi-H2O2,d020824-120min-RS1-R2,120min,A5,3212,12690,15109,5438.9,41.54,39.69,wt,0Pi,yH298
Rep2-0Pi-H2O2,d020824-120min-RS1-R2,120min,A6,3087,2897,4272,1701.89,53.18,50.2,RS1_28,0Pi,yH899
Rep2-0Pi-H2O2,d020824-120min-RS1-R2,120min,A7,3233,40191,45454,22624.21,57.04,49.2,wt,2mMH2O2,yH298
Rep2-0Pi-H2O2,d020824-120min-RS1-R2,120min,A8,2742,6819,6325,4101.86,53.08,49.25,RS1_28,2mMH2O2,yH899
Rep2-0Pi-H2O2,d020824-120min-RS1-R2,120min,B5,3180,11446,10977,4778.37,40.04,38.56,wt,0Pi,yH299
Rep2-0Pi-H2O2,d020824-120min-RS1-R2,120min,B6,3487,2624,2892,1571.28,54.5,50.46,RS1_28,0Pi,yH900
Rep2-0Pi-H2O2,d020824-120min-RS1-R2,120min,B7,2989,37057,35693,14826.78,38.1,34.44,wt,2mMH2O2,yH299
Rep2-0Pi-H2O2,d020824-120min-RS1-R2,120min,B8,3389,7316,8688,3860.07,48.73,44.36,RS1_28,2mMH2O2,yH900
Rep2-0Pi-H2O2,d020824-120min-RS1-R2,120min,C5,2948,4916,6423,2742.06,51.48,48,RS1_24,0Pi,yH893
Rep2-0Pi-H2O2,d020824-120min-RS1-R2,120min,C6,2932,2719,3582,1670.93,55.85,50.58,RS1_28,0Pi,yH901
Rep2-0Pi-H2O2,d020824-120min-RS1-R2,120min,C7,3086,13659,14501,7619.38,52.17,46.66,RS1_24,2mMH2O2,yH893
Rep2-0Pi-H2O2,d020824-120min-RS1-R2,120min,C8,2626,7733,7364,4115.7,49.21,45.7,RS1_28,2mMH2O2,yH901
Rep2-0Pi-H2O2,d020824-120min-RS1-R2,120min,D5,3299,5632,7852,3145.73,51.74,49.78,RS1_24,0Pi,yH894
Rep2-0Pi-H2O2,d020824-120min-RS1-R2,120min,D6,3801,1037,897,848.44,69.46,53.33,RS1_210,0Pi,yH902
Rep2-0Pi-H2O2,d020824-120min-RS1-R2,120min,D7,3058,21019,26828,9673.21,43.56,38.16,RS1_24,2mMH2O2,yH894
Rep2-0Pi-H2O2,d020824-120min-RS1-R2,120min,D8,2929,1795,1164,2059.8,86.16,76.9,RS1_210,2mMH2O2,yH902
Rep2-0Pi-H2O2,d020824-120min-RS1-R2,120min,E5,3205,5773,7471,3050.23,48.73,46.36,RS1_24,0Pi,yH895
Rep2-0Pi-H2O2,d020824-120min-RS1-R2,120min,E6,3117,1230,1178,857.72,61.77,49.78,RS1_210,0Pi,yH903
Rep2-0Pi-H2O2,d020824-120min-RS1-R2,120min,E7,2884,20549,20394,9465.33,43.48,38.8,RS1_24,2mMH2O2,yH895
Rep2-0Pi-H2O2,d020824-120min-RS1-R2,120min,E8,2426,3357,5737,2860.12,71.76,74.27,RS1_210,2mMH2O2,yH903
Rep2-0Pi-H2O2,d020824-120min-RS1-R2,120min,F5,2968,5985,7241,3126.98,49.67,49.94,RS1_26,0Pi,yH896
Rep2-0Pi-H2O2,d020824-120min-RS1-R2,120min,F6,2850,1215,1070,909.63,65.18,50.76,RS1_210,0Pi,yH904
Rep2-0Pi-H2O2,d020824-120min-RS1-R2,120min,F7,2549,18134,18306,9544.26,50.54,43.58,RS1_26,2mMH2O2,yH896
Rep2-0Pi-H2O2,d020824-120min-RS1-R2,120min,F8,2625,2853,4416,2503.54,73.48,70.57,RS1_210,2mMH2O2,yH904
Rep2-0Pi-H2O2,d020824-120min-RS1-R2,120min,G5,3014,5708,6408,2885.4,47.92,46.85,RS1_26,0Pi,yH897
Rep2-0Pi-H2O2,d020824-120min-RS1-R2,120min,G7,3022,15325,63,11272.25,76.4,77.36,RS1_26,2mMH2O2,yH897
Rep2-0Pi-H2O2,d020824-120min-RS1-R2,120min,H5,2820,6123,7012,3275.84,51.51,48.58,RS1_26,0Pi,yH898
Rep2-0Pi-H2O2,d020824-120min-RS1-R2,120min,H7,3241,13711,19565,8401.53,58.81,53.4,RS1_26,2mMH2O2,yH898
Rep3-0Pi-Ctrl,d021024-120min-RS1-R3,120min,A5,3281,11067,10978,4821.3,41.71,42.11,wt,0Pi,yH298
Rep3-0Pi-Ctrl,d021024-120min-RS1-R3,120min,A6,2927,2658,3049,1558.49,53.25,48.81,RS1_28,0Pi,yH899
Rep3-0Pi-Ctrl,d021024-120min-RS1-R3,120min,A7,3698,3340,3717,1683.1,45.98,41.49,wt,Ctrl,yH298
Rep3-0Pi-Ctrl,d021024-120min-RS1-R3,120min,A8,3430,1561,1258,973.48,54.37,45.07,RS1_28,Ctrl,yH899
Rep3-0Pi-Ctrl,d021024-120min-RS1-R3,120min,B5,3098,10612,12802,4535.05,40.87,39.51,wt,0Pi,yH299
Rep3-0Pi-Ctrl,d021024-120min-RS1-R3,120min,B6,3106,2705,3751,1563.01,52.74,49.47,RS1_28,0Pi,yH900
Rep3-0Pi-Ctrl,d021024-120min-RS1-R3,120min,B7,3772,3356,4024,1767.77,47.46,41.67,wt,Ctrl,yH299
Rep3-0Pi-Ctrl,d021024-120min-RS1-R3,120min,B8,3716,1505,1354,902.68,53.22,46.35,RS1_28,Ctrl,yH900
Rep3-0Pi-Ctrl,d021024-120min-RS1-R3,120min,C5,3169,5442,6319,2883.33,49.15,45.47,RS1_24,0Pi,yH893
Rep3-0Pi-Ctrl,d021024-120min-RS1-R3,120min,C6,3052,2720,3546,1557.59,52.37,50.01,RS1_28,0Pi,yH901
Rep3-0Pi-Ctrl,d021024-120min-RS1-R3,120min,C7,3278,2956,3121,2057.3,59.83,52.74,RS1_24,Ctrl,yH893
Rep3-0Pi-Ctrl,d021024-120min-RS1-R3,120min,C8,3250,1612,1439,974.16,53.19,45.85,RS1_28,Ctrl,yH901
Rep3-0Pi-Ctrl,d021024-120min-RS1-R3,120min,D5,3095,4238,6066,2452.67,52.74,50.52,RS1_24,0Pi,yH894
Rep3-0Pi-Ctrl,d021024-120min-RS1-R3,120min,D6,2843,1223,838,922.95,64.46,51.04,RS1_210,0Pi,yH902
Rep3-0Pi-Ctrl,d021024-120min-RS1-R3,120min,D7,3153,2370,2412,1901.25,67.81,55.99,RS1_24,Ctrl,yH894
Rep3-0Pi-Ctrl,d021024-120min-RS1-R3,120min,D8,3279,913,611,615.25,58.86,46.93,RS1_210,Ctrl,yH902
Rep3-0Pi-Ctrl,d021024-120min-RS1-R3,120min,E5,2989,5568,6518,3032.01,50.32,46.92,RS1_24,0Pi,yH895
Rep3-0Pi-Ctrl,d021024-120min-RS1-R3,120min,E6,2851,1222,898,920.54,65.64,49.14,RS1_210,0Pi,yH903
Rep3-0Pi-Ctrl,d021024-120min-RS1-R3,120min,E7,3204,3042,4327,2103.03,59.46,53.88,RS1_24,Ctrl,yH895
Rep3-0Pi-Ctrl,d021024-120min-RS1-R3,120min,E8,3137,868,621,573.38,58.11,45.95,RS1_210,Ctrl,yH903
Rep3-0Pi-Ctrl,d021024-120min-RS1-R3,120min,F5,2804,5087,6711,2855.44,51.74,50.06,RS1_26,0Pi,yH896
Rep3-0Pi-Ctrl,d021024-120min-RS1-R3,120min,F6,2824,1236,1129,925.97,64.25,49.02,RS1_210,0Pi,yH904
Rep3-0Pi-Ctrl,d021024-120min-RS1-R3,120min,F7,3084,1583,713,1497.7,77.04,56.31,RS1_26,Ctrl,yH896
Rep3-0Pi-Ctrl,d021024-120min-RS1-R3,120min,F8,3088,896,667,599.26,58.03,48.15,RS1_210,Ctrl,yH904
Rep3-0Pi-Ctrl,d021024-120min-RS1-R3,120min,G5,2884,5467,5290,2859.04,48.57,47.33,RS1_26,0Pi,yH897
Rep3-0Pi-Ctrl,d021024-120min-RS1-R3,120min,G7,3326,1760,1660,1457.46,67.67,56.5,RS1_26,Ctrl,yH897
Rep3-0Pi-Ctrl,d021024-120min-RS1-R3,120min,H5,2940,6137,7241,3091.29,47.72,45.91,RS1_26,0Pi,yH898
Rep3-0Pi-Ctrl,d021024-120min-RS1-R3,120min,H7,3300,1802,1047,1454.73,66.16,57.1,RS1_26,Ctrl,yH898
Rep4-H2O2-Ctrl,d021224-120min-RS1-R4,120min,A5,3564,34639,44497,20999.99,61.32,57.75,wt,2mMH2O2,yH298
Rep4-H2O2-Ctrl,d021224-120min-RS1-R4,120min,A6,3393,6369,6924,3653.45,52.07,48.58,RS1_28,2mMH2O2,yH899
Rep4-H2O2-Ctrl,d021224-120min-RS1-R4,120min,A7,3388,3722,5093,2002.2,49.39,45,wt,Ctrl,yH298
Rep4-H2O2-Ctrl,d021224-120min-RS1-R4,120min,A8,3207,1538,1474,963.59,55.41,46.27,RS1_28,Ctrl,yH899
Rep4-H2O2-Ctrl,d021224-120min-RS1-R4,120min,B5,2851,34160,43301,13493.75,37.72,35.95,wt,2mMH2O2,yH299
Rep4-H2O2-Ctrl,d021224-120min-RS1-R4,120min,B6,3106,6452,7365,3635.36,51.26,48.15,RS1_28,2mMH2O2,yH900
Rep4-H2O2-Ctrl,d021224-120min-RS1-R4,120min,B7,3312,3716,4278,1962.66,48.15,42.3,wt,Ctrl,yH299
Rep4-H2O2-Ctrl,d021224-120min-RS1-R4,120min,B8,3113,1570,1586,941.95,52.81,44.95,RS1_28,Ctrl,yH900
Rep4-H2O2-Ctrl,d021224-120min-RS1-R4,120min,C5,2873,21491,24488,9579.23,41.91,40.7,RS1_24,2mMH2O2,yH893
Rep4-H2O2-Ctrl,d021224-120min-RS1-R4,120min,C6,2858,7255,8260,4027.74,50.47,48.4,RS1_28,2mMH2O2,yH901
Rep4-H2O2-Ctrl,d021224-120min-RS1-R4,120min,C7,3130,3017,4188,2024.27,58.93,55.32,RS1_24,Ctrl,yH893
Rep4-H2O2-Ctrl,d021224-120min-RS1-R4,120min,C8,3203,1615,1488,947.85,51.97,45.07,RS1_28,Ctrl,yH901
Rep4-H2O2-Ctrl,d021224-120min-RS1-R4,120min,D5,2724,21354,26205,9281.35,41.41,39.99,RS1_24,2mMH2O2,yH894
Rep4-H2O2-Ctrl,d021224-120min-RS1-R4,120min,D6,3099,1732,1070,1797.56,79.57,70.19,RS1_210,2mMH2O2,yH902
Rep4-H2O2-Ctrl,d021224-120min-RS1-R4,120min,D7,3325,3217,4479,2190.68,59.07,54.01,RS1_24,Ctrl,yH894
Rep4-H2O2-Ctrl,d021224-120min-RS1-R4,120min,D8,3169,873,701,553.85,56.34,43.99,RS1_210,Ctrl,yH902
Rep4-H2O2-Ctrl,d021224-120min-RS1-R4,120min,E5,3032,20718,19983,9192.05,41.44,39.23,RS1_24,2mMH2O2,yH895
Rep4-H2O2-Ctrl,d021224-120min-RS1-R4,120min,E6,3091,2964,4136,2491.65,70.57,70.38,RS1_210,2mMH2O2,yH903
Rep4-H2O2-Ctrl,d021224-120min-RS1-R4,120min,E7,3423,2901,2499,1888.29,56.98,52.49,RS1_24,Ctrl,yH895
Rep4-H2O2-Ctrl,d021224-120min-RS1-R4,120min,E8,3684,837,713,518.6,54.75,43.4,RS1_210,Ctrl,yH903
Rep4-H2O2-Ctrl,d021224-120min-RS1-R4,120min,F5,2648,16975,17905,8862.13,48.57,45.93,RS1_26,2mMH2O2,yH896
Rep4-H2O2-Ctrl,d021224-120min-RS1-R4,120min,F6,2720,3200,3425,2618.7,70.18,69.48,RS1_210,2mMH2O2,yH904
Rep4-H2O2-Ctrl,d021224-120min-RS1-R4,120min,F7,3098,1751,1319,1433.74,67.05,58.14,RS1_26,Ctrl,yH896
Rep4-H2O2-Ctrl,d021224-120min-RS1-R4,120min,F8,3149,862,690,540.15,54.94,46.09,RS1_210,Ctrl,yH904
Rep4-H2O2-Ctrl,d021224-120min-RS1-R4,120min,G5,2707,17122,21884,8959.21,48.53,45.72,RS1_26,2mMH2O2,yH897
Rep4-H2O2-Ctrl,d021224-120min-RS1-R4,120min,G7,3202,1691,1164,1374.94,66.96,57.16,RS1_26,Ctrl,yH897
Rep4-H2O2-Ctrl,d021224-120min-RS1-R4,120min,H5,2794,15892,18680,8481.44,49.45,46.54,RS1_26,2mMH2O2,yH898
Rep4-H2O2-Ctrl,d021224-120min-RS1-R4,120min,H7,3324,1633,1489,1466.24,73.1,56.93,RS1_26,Ctrl,yH898
Rep1-0Pi-H2O2,d020724-150min-RS1-R1,150min,A9,3369,13742,12829,5490.55,38.49,36.56,wt,0Pi,yH298
Rep1-0Pi-H2O2,d020724-150min-RS1-R1,150min,A10,2997,2871,3791,1549.88,50.38,49.47,RS1_28,0Pi,yH899
Rep1-0Pi-H2O2,d020724-150min-RS1-R1,150min,A11,2998,36815,41359,22962.3,62.52,59.37,wt,2mMH2O2,yH298
Rep1-0Pi-H2O2,d020724-150min-RS1-R1,150min,A12,2919,5543,7355,3365.17,54.01,48.33,RS1_28,2mMH2O2,yH899
Rep1-0Pi-H2O2,d020724-150min-RS1-R1,150min,B9,3233,12915,14169,5081.12,38.07,36.22,wt,0Pi,yH299
Rep1-0Pi-H2O2,d020724-150min-RS1-R1,150min,B10,2908,2933,3824,1563.96,49.9,47.65,RS1_28,0Pi,yH900
Rep1-0Pi-H2O2,d020724-150min-RS1-R1,150min,B11,3015,35086,40311,15442.63,42.1,37.52,wt,2mMH2O2,yH299
Rep1-0Pi-H2O2,d020724-150min-RS1-R1,150min,B12,2805,5944,7245,3554.09,53.44,49.84,RS1_28,2mMH2O2,yH900
Rep1-0Pi-H2O2,d020724-150min-RS1-R1,150min,C9,2943,6026,7231,3183.93,48.98,46.11,RS1_24,0Pi,yH893
Rep1-0Pi-H2O2,d020724-150min-RS1-R1,150min,C10,2945,2947,3486,1570.69,49.69,49.86,RS1_28,0Pi,yH901
Rep1-0Pi-H2O2,d020724-150min-RS1-R1,150min,C11,2656,19348,17144,9383.66,45.06,39.06,RS1_24,2mMH2O2,yH893
Rep1-0Pi-H2O2,d020724-150min-RS1-R1,150min,C12,2732,5993,6698,3560.49,53.37,47.62,RS1_28,2mMH2O2,yH901
Rep1-0Pi-H2O2,d020724-150min-RS1-R1,150min,D9,3252,5467,6718,2833.61,48.42,46,RS1_24,0Pi,yH894
